response,empathy_score
Would you say any of these emotions describe what you have been feeling lately?,1
Do you believe that any feelings you strongly felt or expressed to someone could be compared to the following?,1
Would someone else be able to put you in a position where you are a victim and they are responsible for how you feel?,1
Is there anything happening in your life currently that you feel should be happening differently?,1
"Now, to make sure my recommendations are tailored to your needs, could you please tell me if you have already tried Protocol 6, but found it too hard due to past negative emotions and could not continue?",2
Are you feeling like this because something specific happened?,0
Was this event recent or distant?,0
"I understand that's how you feel, I would like to ask you a few questions to get a better understanding of your situation.",2
So great to hear this! I will look into some protocols that can enchance this feeling for you.,2
Are you feeling this way due to a specific event/s?,0
Do you think that you're trying to control someone?,0
Have you ever outwardly expressed any of these emotions to or about someone?,0
I totally understand you. Are you feeling like this due to a specific event?,1
"Do you feel the need actively support or ""rescue"" another person?",0
Lovely to hear! Let me suggest a protocol which will keep that nice feeling.,1
"Are you in a difficult point in your life, for example in a crisis with your close ones?",0
"From previous conversations, have you considered other perspectives?",0
I understand the situation you going through. I will ask some more questions to understand your situation better.,1
"Thank you for sharing, this is brave of you. In order to best help you, we will further ask you some questions.",2
Do you find yourself blaming and accusing yourself when something goes wrong ?,0
Do you feel that other people's side of the story matters?,0
Are your emotions currently used as a way to control someone else?,1
Do you feel that you have to control someone?,0
Have you considered other points of view in previous conversations?,0
Have you ever felt as if you are controlling?,0
Have you recently attempted protocol 6 and found that this has triggered overwhelming emotions stemming from an old event?,1
"Thank you for your openness, I really appreciate it and I can understand it may be difficult, but would you mind answering a few questions to help me better understand your situation.",2
"Do you think there is someone responsible for the negative emotions that you are feeling, thus making you the victim?",1
Do you think of yourself as a person who blames others for your own problems?,0
Do you imagine yourself blaimg somebody else for your emotions?,0
Do you find yourself always shifting the blame towards yourself for every bad thing that happens to you?,1
"I understand, let ask you some more questions to get a better idea of the situatiion.",1
"Do you feel that you're the victim here, and that someone else is to blame for how you feel?",1
That's ok. I need to ask some questions to understand what's really going on.,1
"Recently, have you tried using protocol 6 and found out this brought back feelings that were difficult to manage ?",1
Do you feel like you are trying to control other people?,0
Do you blame someone because of what you feel?,0
Did something happen to make you feel this way?,0
Have you done Protocol 6 and did it make you think about traumatic events that have happened to you in the past which might have led to you feeling this way?,1
Do you always feel bad when things go wrong?,0
Do you feel this way because of something that happened recently or in the past?,1
Do you think you need to be the one supporting an individual? Is it your responsibility to save them?,0
Was this caused by a recent event or perhaps distant one (or more)?,0
Do you recall feeling or showing any of the following emotions towards anyone?,0
Hav you tried protocol 6 that could make you relive the emotions due to past events?,1
Are you always trying to help other people out of their situations?,0
Have you ever felt these feelings towards someone else for what they have?,1
Did you try protocol 6 recently and did it cause you negative feelings?,0
Do you think that someone else should see you as their saviour?,0
Do you constantly feel you need to control people? ,0
Did something recent or distant happen? ,0
Is it related to something that happend recently or more in the past?,1
Could you identify with the role of victim in your situation?,1
Have you tried protocol 6 and had your valid emotions rear they're ugly head back?,0
"I understand what you feel like, but was this due to recent or distant event?",2
Have you felt the above emotions or expressed them towards someone?,0
Why do you think you are in this situation? Do you think it's someone else's fault?,0
Thank you for letting me know. Sorry for saying that but now we will ask some questions to understand your situation.,2
I understand. Was the feeling caused by a specific event?,1
"Thinking of the power relations in your life and the situations that have led to this feeling today, would you describe yourself as the victim?",1
Thank you for sharing. Can I ask more about it?,2
Did you perhaps attempt protocol 6 and found this reignited unmanageable emotions as a result of past events?,1
Thanks! Are you always blaming and accusing yourself for when something goes wrong?,1
Is there any chance that you tried protocol 6 and it brought back emotions that you could not deal with due to a past event?,2
I would like to know if this happened recently or in the past?,1
Have you tried working through protocol 6 and did you get some negative feelings from that?,0
Thank you for trusting me. Few questions will be asked to get clarity.,1
Have you tried to attempt protocol 6 to establish whether this was caused by unmanageable emotions as a result of old events?,1
When something goes wrong do you always put the blame and accusing on yourself?,0
"Because of what happpened, which is uderstandable, are you always blaming and accusing yourself for when something goes wrong?",1
In the past have you by any chance tried other ways that have been suggested?,1
"Do you always feel that you are to blame for any problem, whether it was actually your fault or not?",1
Are you the first person you blame when something bad happens ?,0
Do you think you are going through some kind of a personal crisis?,0
Do you find yourself manipulative?,0
Is anything going on in your personal life which has caused you distress? ,1
Do you always blame yourself when something unexpected happens? ,0
Do you have a feeling that you are trying to control someone?,0
Do you think you need to save others?,0
I am sorry to hear that and I understand how you feel. Please answer the following question so I can understand your current situation better.,2
Are you passing through a personal crisis?,0
Do you always feel the need to blame yourself when things do not go as planned?,0
"Do you often feel obligated to help, or even save, others, even when this damages you personally?",2
Was this something that happened recently?,0
Have you in the past taught about others' perspectives?,0
Are you having any thoughts of feeling like you are manipulating someone?,0
I know that protocol 6 may cause you to relive upsetting emotions. Is how you're feeling because you recently attempted protocol 6?,2
"In previous conversations, have you tended to consider other people's viewpoints?",0
Do you personally feel like there was a particular reason for what has happened?,1
Do you believe you can save someone else?,0
Do you always take accountability and responsibility for things that may not always go the way you or people around you expect?,2
Do you always blame and accuse yourself whenever something goes wrong? ,0
Do you exerience a feeling of control over someone?,0
That's amazing! I'll suggest a protocol that can make you feel even better.,1
"Do you always accuse and blame yourself for things that don't turn out as they should, regardless of whether the responsibility is really yours?",1
Do you always find yourself to be the cause of your problems?,0
Do you think maybe what is eating in your life is all your fault?,0
Was this situation triggered by a certain event?,0
Have you tried protocol 6 and found that it made you feel overwhelmed by emotions?,0
I wonder if this was caused by a recent event?,1
"In the past, have you taken into consideration other views or opinions that were presented to you?",0
Is it an event/s that happened more recently or distantly?,1
"Let me try to understand you further. Do you sometimes see yourself as victim, blaming someone for how you feel?",2
Thank you for sharing your feelings with me. Now we will ask some questions to better help us understand what your situation is.,2
I wonder if you have recently experienced any of the these strong negative emotions toward someone you know. ,1
Are you trying to be the saviour of other people?,0
Have you recently tried protocol 6 and found this reignited unmanageable emotions as a result of old events?,1
Pleas let me know if this was caused because of an event?,1
"That is sad to hear. Have you perhaps used protocol 6 recently, and if so do you feel it was helpful in terms of guiding you to manage emotions caused by past events?",2
"Is the disappointment you're feeling because of something recent, or from longer ago?",1
"In other chats, have you ever taken into consideration points presented to you?",0
Do you feel like you always have to help and save other people?,0
Are you currently feeling like the victim of a situation?,0
Was the reason behind this feeling recent or distant?,0
Have you ever felt that people want to hurt you and therefore have negative feelings towards them?,1
Do you feel that you are the saviour of someone else?,0
"Do you usually try to look into other points of view, when talking to someone?",0
"I am sorry about that, we all make mistakes. Let me ask some more questions.",1
I understand. Have you strongly felt or expressed any of the following emotions towards someone:,1
"By any chance, have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",1
Do you sometimetimes feel like you should be the saviour of someone else?,0
"The event in question, was it recent or distant?",0
"I understand, let me ask you some more questions to get a better picture of the situation.",1
When something goes wrong do you feel that it's always your fault?,0
Have you ever considered other viewpoints ?,0
Have you tried protocol 6 and had your valid emotions rear they're ugly head back?,0
Do you always blame yourself and treat yourself negatively when something goes wrong?,0
Have you examined various points of view in past discussions?,0
Do you feel like you try and control people?,0
Is there a part of you where you feel like you are trying to control someone?,0
Do you blame someone for how you feel?,0
We appreciate the time taken to provide us with information about how you are feeling. We will like to continue by asking more questions to understand in depth about the cause of the feelings. ,2
IS this feeling something recent or has it been a while?,0
Do you feel your outlook is balanced on different viewpoints?,0
"Based on your previous conversations, do you have the chance to have a look at other viewpoints?",1
"On reflection, do you perhaps think that you are controlling or just emotional?",1
Was this caused by something specific that happened?,0
"Do you feel like everyone's needs should always come before yours, even when you are really overextending yourself to help?",1
Thank you for your honest answer! Can you explain it better to me?,1
Do you always see yourself as at fault for the bad things that happen in your life?,0
Do you always blame or accuse yourself?,0
Are you always not giving yourself a bit of grace for when something goes wrong?,0
Do you feel that it was because of a recent or distant event?,0
When things go wrong do you blame yourself for that?,0
Is there any personal crisis you are currently facing ?,0
Would you say the event was recent or distant?,0
Are you the person that can save someone in this situation?,0
Have you tried protocol 6 and noticed that it brought some bad feelings as a result of past events?,1
Thank you for sharing with me. Please elaborate more on what led you to feeling this way?,2
Do you see yourself as a controlling person?,0
Do you find yourself victimised?,0
Do you think you can help someone?,0
Have you felt that you are trying to control someone?,0
"Do you believe that you could describe yourself as the victim, and believe that someone else is to blame for your emotions?",0
"Could it be that you see yourself as the victim here, and you are blaming someone for making you feel this way?",1
Have you felt some of the following emotions?,0
"When you have had any other conversation, have you considered others' viewpoints?",0
Do you think how you feel is as a result of someone else's doing?,0
As you were participating in previous chats have you thought about different viewpoints?,0
"Thanks, I understand your frustration. May I ask a few more questions for context?",2
Are you experiencing challenging times in your personal life currently?,0
Did you perhaps attempt protocol 6 and found this reignited unmanageable emotions as a result of past events?,1
Do you think you should be the savior of others?,0
Is this action due to a recent or distant event that occured?,0
Do you feel the need to save someone?,0
Thanks for sharing your feelings with me. I will ask you some questions to help you with your feelings. ,2
When speaking with others do you try and see things from their perspective? ,0
Do you constantly feel you are not getting the support you need to achieve certain things?,1
Did something specific happen? ,0
Have you ever experienced any of the following towards another person:,0
"I know this can bring up painful memories, but have you recently tried protocol 6 and found it led to resurfacing of old events that caused unmanageable emotions?",2
Have you tried Protocol 6 recently and found that emotions you can't control have flared up again from old events?,1
Did this happen in recent times or in the past?,0
Do you feel you have been mistreated and as a result felt the negative emotion you have experienced?,1
Are you able to pin point a specific event around you that made you feel this way?,1
Have you expressed these strong emotions to anyone?,0
Let's see. Was this caused by a specific event?,0
Is there a need for you to be someone else's saviour?,0
Would you think you are the saviour for someone?,0
Do you mind telling me more about the incident?,2
Would you say any of these emotions describe what you have been feeling lately?,1
Have you ever blamed someone else for negative feelings by playing the victim?,0
Have you strongly felt the following towards someone?,0
Is there a recent or distant event that caused you to feel this way? ,1
Did you express or strongly felt any of these following emotions towards any person?,0
"I know its not my business and I am sorry, but have you recently attempted protocol 6 and found this reignited unmanageable emotions as a result of old events?",2
Was this by any chance caused by a recent or distant event (or events)?,0
Can you recall attempting Protocol 6 and a specific unmanageable scenario reigniting that has a relation with this? ,1
Do you always feel like it's your fault whenever something bad happens?,0
"Thank you for being so open with me, was this particular event a recent occurrence? Or a more distant one?",2
Do you feel this way because of something that happened recently or in the past?,1
Have you considered other view points presented in previous conversations?,0
"That is understandable, would you like to discuss it?",2
Do you feel as if you are trying to manipulate someone's thoughts?,1
Do you think you are always to blame for things not going right? ,0
Have you ever felt that you are trying to control someone?,0
Have you ever felt any of the following emotions towards someone?,0
Do you believe someone else is to blame for the way you feel?,1
"In previous conversations, do you try to see other perspectives? ",0
Do you always beat yourself up when things go wrong?,0
"Do you see yourself as the victim, that your negative feelings have been caused by someone else, that they are to blame for how you currently feel?",1
Did a specific event trigger this?,0
have you attempted protocol 6 and did it open up old wounds that should have stayed locked away?,1
Are you going through a personal crisis?,0
Do you feel the need to help someone else?,0
Is this something that has just happened recently or not?,0
Is there something that has happened that might be the cause of this issue?,1
Have this happened to you - that you are trying to control someone else?,0
Do you perhaps feel like you can help someone?,1
I'm not here to judge if you have felt any of these emotions towards someone recently.,1
"Attempting Protocol 6 can help manage emotions, have you tried it? If you did, did it bring up any unmanageable past emotions that you could not handle?",2
Was this caused by something specific?,0
"Is it possible that this period in your life has been particularly tough, and you've been faced with unprecedented difficulties in your family or social circle?",2
Do you always believe that someone is out to get you and do you always hold other people responsible for how you feel?,1
Have you recently attempted protocol 6 and found it reigniting unmanageable emotions resulting from old events? ,1
Do you feel like you need to be in control of others?,0
And have you ever felt or maybe expressed any of the following emotions towards someone:,0
"Because of what happpened, which is uderstandable, are you always blaming and accusing yourself for when something goes wrong?",1
Was this caused by some recent or distant event?,0
Do you feel like you always want to be in control of a person?,0
Thanks for letting me know. Now I will ask some question to understand you better.,0
Have you tried protocol 6 and did it reopen old wounds and negative emotions?,0
"Thank you for opening up to me. I have some more in-depth questions to ask, if that is ok.",1
Can I ask if you gave procotol 6 a try? Did it reignite some very bad emotions within you from the past?,1
Do you think you are perhaps dealing with a personal crisis?,1
Do you somehow feel that you are trying to control someone in your life?,1
Did that happened recently or was it distant?,0
Are you undergoing with difficulties in your life (experiencing difficulties with loved ones e.g. falling out with friends)?,1
"Are you currently undergoing a personal crisis, such as: struggles in your personal relationships (e.g. falling out with friends)? ",1
"In previous conversations, have you found anything useful from others' viewpoints presented?",0
Was there any specific event that made you feel that way?,0
Do you feel like it's your fault that things go wrong?,0
"Thank you for being willing to open up to me. I know this is difficult for you, but I would like to ask you a few more questions to better understand what emotions you are experiencing.",2
Do you think a particular person is to blame for how you currently feel and reacted to that incident?,1
"Are you going through a personal crisis currently, with a lover, friend or family?",0
Are you currently going through a personal crisis (difficulties with loved ones e.g. fighting with your boyfriend/girlfriend)?)? ,1
"I know this may be a difficult time for you, have you felt or re-enacted any of these emotions towards anyone",2
Does it have something to do with something specific that happened?,1
"Alright, thank so much. Have you considered other viewpoints presented?",1
Did recent or distant events cause this?,0
"Do you feel compelled to help someone else, even at your own expense?",1
"Are you going through a personal crisis currently, with a lover, friend or family?",0
"I'm sorry to hear that. I'd like to understand your situation a little more so that I can help you, for this I will ask you some questions.",2
I am very happy for you. Here is a protocol that can make you feel even better.,2
Have you recently tried protocol 6 and found this brought up emotions that were perhaps unmanageable as a result of old events?,1
Have you strongly felt or expressed any of these deep feelings towards someone?,0
Doesn't this happen because maybe you are undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,2
Do you always blame yourself?,0
"Would you say that some of those personal crisis situation happen to you - difficulties with loved ones, falling out with friends?",1
I'm so sorry you are feeling like this. Can I ask you for more details over what happened to make you feel that way?,2
"Well done for answering, do you ever feel like you are having a crisis, in personal life .e.g relationships?",1
Are you able to pin point a specific event around you that made you feel this way?,1
Do you think that you are obliged to help someone no matter what?,0
In what role do you see yourself in this situation? As a victim of someone else's wrongdoing?,1
Do you always find yourself blaming yourself for your hardships?,0
"After your attempt of protocol 6, did you perhaps find that the protocol reignited emotions that you cannot manage as a result of an old event?",2
Are you in the middle of a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?,1
"Looking at conversations that you have had in the past, do you consider different perspectives?",0
Do you remember the other viewpoints discussed and are you open to their consideration?,0
Have you tried to see things from a different perspective? ,0
Do you think what happened was recent or in the past?,0
"Thank you! I understand your situation, and could you please tell me more about this?",2
Do you ever feel like you have to save or rescue another person?,0
Is it reasonable to place blame on someone else for how you are feeling right now?,1
Would you please say whether this was the consequence of a specific event or a series of events?,1
"Do you have any other personal issues that you are facing, like not getting along with friends and family?",1
Do you feel you should save someone?,0
Was there a specific event or events that led to this?,0
Do you feel that by your actions or emotional responses you are trying to control someone else?,1
Do you think your disappointment was caused by a specific event?,1
I understand. And was this feeling cause by something specific?,1
Do you blame someone else for the negative emotions you are feeling? Do you see yourself as the victim in this situation?,0
Does it feel like there is someone who is responsible for all of these negative emotions?,1
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,1
Have you ever strongly felt any of the following emotions towards another person?,0
I wonder if you could tell me if the event was recent or distant?,1
May I know is this caused by something specific?,1
Have you recently attempted protocol 6 and found that it triggered extremely stressful emotions from a past event?,1
Do you believe that it is your responsibility to be someone else's savior?,0
Are you going through rough incidences and changes (e.g. losing someone you love)?,0
Have you recently attempted Protocol 6 and found that you still had unmanageable emotions that stem from past events?,1
I know it is a private matter but have you strongly felt or expressed any of the following emotions towards someone:,2
Have you ever felt towards someone like:,0
Was this caused by something in particular?,0
Did a specific event trigger these feelings?,0
And do you think that you trying to control someone?,0
You think that you must be the savior of the people around you?,0
Would you consider how you're feeling as going through a personal crisis?,1
"Is there a specific life crisis that you are going through (for example, in your relationships with your close ones)? ",1
Is what you are experiencing related to your social or family circle?,1
"Did you start feeling this way recently, or did thinking of something from long ago trigger it?",1
May I ask if this was caused by a recent or distant event?,1
Are you blaming yourself for something that went wrong?,0
could that be a recent or distant event/s?,0
"Could this feeling of insecurity that you are experiencing right now also be accompanied by a feeling of having been victimised by someone else? In other words, do you feel that someone is to blame for the way you are feeling?",2
Is it always your fault when things go wrong?,0
Do you always find yourself thinking there's something you must have done wrong when things do not work out as hoped?,1
Do you think life is unfair and you are the victim?,0
"This negative event that you experienced, was it recent or in the distant past?",1
Are you always trying to help other people out of their situations?,0
"Was it something that happened recently, or was it something that happened some time ago?",1
Have you tried our considerations in Protocol 6 and found that this experience made you feel unmanageable emotions brought to you by old events?,2
Do you feel as if your personal life is falling apart? ,1
"Lets dissect the feeling, have you experienced any of the following emotions recently?",1
Do you always tend to look for faults and problems in yourself when something doesn't go right?,0
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,1
Do you think this was caused by a recent or distant event (events)?,0
Do you think you want to control someone?,0
Do you believe you are trying to manipulate someone?,0
Is it important that you are able to save someone from their problems?,0
Do you think that all unpleasant events and setbacks are dependent on your decisions? ,0
"In previous conversations, did you consider your situation from the various viewpoints presented?",0
"After trying protocol 6, do you feel as though the emotions were triggered by a past event you feared to relive currently? ",1
Was the situation caused by a particular event?,0
"I understand, is this feeling caused by a specific moment?",1
Have you felt any of these emotions?,0
Do you think you yourself are the reason things always seem to go wrong?,0
"When you feel bad, do you often feel sorry for yourself?",0
I am interested if this was caused by a recent or distant event?,1
Was this because of a recent event or past event?,0
I am sorry to hear. Now I will ask you some questions to understand better how you're feeling about the situation.,2
Were these feelings caused by a specific event?,0
Do you see yourself being in an unjust position due to someone else's actions?,0
Some people have felt this way after attempting protocol 6. Was this your case?,1
Do you think you are a person who blames others for how bad you feel?,0
Is there currently anything occurring between loved ones/friends? Such as a falling out/disagreement?,0
Are you having trouble with loved ones or friends?,0
Thank you for letting me know. I would like to understand your situation better therefore ask some questions.,1
I hope this question doesn't upset you. Was this caused by a recent or distant event (or events)?,2
Is there something personal that is bothering you right now (like difficult relationships with loved ones)? ,1
Has something specific happened to make you feel so upset?,1
Was this recent or distant?,0
Do you sometimes feel like wanting to control someone?,0
"You are a strong for going through all this, have you ever expressed these emotions towards someone?",1
Do you think you should be the first one for people to turn on to if they are need of help?,1
Do you think someone else is responsible for your feelings?,0
Do you feel like a victim of someone else responsible for how negative you feel?,0
When things are bad do you always blame yourself?,0
"In situations like these, it's normal to strongly feel or express some negative emotions. Have you felt or expressed some of these emotions?",2
How often do you find yourself blaming yourself whenever things go wrong?,0
Have you recently felt like a victim and blamed others for your negative feelings?,0
Is there a specific event that comes to mind?,0
"Thanks for being honest. I will ask some more questions about this, if you are okay with that.",2
"I would like to ask you about certain emotions. I know feeling these emotions does not make us feel proud of ourselves, but it's important we learn to recognise them. Please be reassured that there is no judgment from my side. Please tell me, have you felt any of the following emotions recently:",2
Is something wrong going on in your personal life?,0
Could this have been caused by a specific event?,0
"Is there a personal crisis happening in your life right now, like a falling out with a friend or a disconnect from a loved one?",1
I am sorry you feel this way. Now I will ask some questions to help me understand your situation a bit better.,2
Would you say that your feelings were influenced by a specific event?,1
Do you feel the need to be someone's saviour?,0
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,1
Do you feel like you need to come to the help of others as a saviour?,1
"Have you ever felt or expressed any of these negative emotions, either intensely or not, towards someone?",0
Was there a particular event that would have caused this?,1
Do you feel that by your actions or emotional responses you are trying to control someone else?,1
Was it a recent event or events that caused this or something in the past?,0
"Have you talked to anyone about how you feel? Did you perhaps expect them to help you, take action or at least offer words of support and they did for you?",2
"Whenever something goes unexpectedly wrong, do you always find yourself blaming yourself for everything that went wrong?",1
Maybe you felt that you're trying to control the situation or someone?,1
Is there anything personal that you are currently going through?,0
"Hope everything is okay! Under this situation, are you experiencing personal crisis?",1
Are you by any chance going through a serious personal problem?,0
Do you think you have to control someone?,0
Can you please tell me do you feel that you are trying to control someone?,1
Was the event that resulted in this problem something that happened in the past or recently?,1
"I understand you concerns, do you feel the needs to always help people whatever it takes?",1
I'm sorry this happened. I will ask some questions to understand more about your situation.,2
Do you always blame yourself?,0
Do you feel wronged by others?,0
Have you recently felt that you should be the person who saves another one?,0
Is it currently a difficult period in your life (experiencing difficulties with loved ones e.g going through a breakup)?,1
Do you think you should be the savior of someone else?,0
"Is there any possibility that you imagine yourself as a victim, and other take blame for how negative you feel?",1
Are you currently going through anything that feels overwhelming right now?,0
Do you feel like this was caused by a specific situation?,1
"Do you often, or always, blame yourself for anything that goes awry, and find it hard to forgive yourself for mistakes? ",1
Are you having difficulties in your personal life due to recent events (falling out with friends e.g.)?,1
Do you see yourself as a victim and blame someone else for your negative feelings?,0
Do you always blame yourself for every little thing that goes wrong?,0
Do you feel this way to get control of someone?,0
"Could it be that you see yourself as the victim here, and you are blaming someone for making you feel this way?",1
Do you think the situation you are in right now was maybe caused by a specific event?,1
Do you blame someone else for the negative emotions you are feeling? Do you see yourself as the victim in this situation?,0
Are you experiencing any personal difficulties right now such as having problems with loved or falling out with friends?,1
Was there a specific moment that made you think like this?,0
"Okay, and was this event(s) recent or distant?",0
Do you think that this reaction was because of a specific thing that you experienced?,1
"Thank you for sharing with me. I'll ask you some questions now, so you can elaborate on your situation.",1
"Would you say you imagine yourself as the victim, blaming another person for how bad you feel?",1
Have you tried protocol 6 and maybe been reliving triggering emotions as a result of a past event?,1
Do you find yourself blaming and accusing yourself when something goes wrong ?,0
Is there any specific event that caused this?,0
I sometimes feel the same. Let me ask you further questions so I can help you more.,2
Do you view yourself as someone who wants to be in control?,0
Has there been a time before when you felt or expressed any of the following emotions towards somebody:,0
Oh I feel you. Could you let me know some details to make you feel better?,2
Do you believe that you should keep someone safe and rescue them if needed?,0
Are you having any thoughts of feeling like you want to manipulate someone?,0
Have you at any point attempted protocol 6 and found that it awakened an overwhelming surge of your emotions?,1
Do you believe that you can save someone for any given reason?,0
Have you felt or shown any of these feelings?,0
"Thank you very much. Now, to understand this situation better, may I know if you are undergoing a personal crisis (experiencing difficulties with loved ones e.g. falling out with friends)?",2
Are you going through a personal crisis?,0
Is there any chance that you feel that you are attempting to take over someone's mind?,1
Is there someone that makes you feel like a victim?,0
"If its possible, please tell me if you felt strongly or even expressed these bad emotions agaist someone?",2
Is there something personal that is bothering you right now (like difficult relationships with loved ones)? ,1
Do you feel like you always blame yourself when something bad happens?,0
Did this happen to you: you always blame and accuse yourself when something is going wrong?,0
Have you ever felt or maybe acted on any of the following emotions while dealing with someone:,0
Is this something that happened before or just recently?,0
Have you at any point found yourself feeling any of these strong feelings towards someone?,0
I appreciate you sharing this with me. I would like to ask you some questions to better undestand your situation.,2
"We will help you, but to do that I need to also ask, was this caused by a specific event/s?",2
Are you worried that things are always your fault?,0
This inconvenience was caused by some specific situation?,0
Do you agree with us asking some questions to understand your situation? ,1
Do you consider that you always blame and acuse yourself in situations where something goes wrong?,0
Do you think you're the victim and blame someone else for how negative you feel?,0
I totally understand you. Are you feeling like this due to a specific event?,1
"When you feel hurt, do you look at the situation from perspective or do you just blame yourself?",1
"When you chat with other people, do you try to put yourself in their shoes and consider their point of view?",0
Is somebody to blame for what is happening to you?,0
Nice! I've got some protocols which would suit you good,0
Could you please let me know if you have recently tried protocol 6 and found it unhelpful as it caused some overwhelming emotions?,2
Is it always your fault when things go wrong?,0
Do you always blame yourself and find fault with yourself for when something goes wrong?,0
Do you always burden yourself and stigmatize that something is going wrong?,0
"When things are not going well, do you always blame yourself for this?",0
Was there something in particular that happened that caused you to feel this way?,1
I wonder if you are currently having a difficult problem in a relationship with someone close to you? ,1
Have you felt like you have been trying to influence or control someone?,0
Have you ever expressed any of the following emotions towards anyone? ,0
"I hope the answer is no, but are you undergoing some personal crisis that you find hard to manage?",1
"When having conversations with people, have you considered other people's views and ideas? ",0
"Based on previous conversations, have you thought of other responses or points of view?",1
Have you felt any of these emotions while interacting with someone?,0
Have you tried giving protocol 6 a try and did it make you feel worse?,0
Do you always blame yourself for the negative things that happen to you?,0
"Thank you very much. Now, let me ask you, do you feel that you are trying to control someone?",1
Do you think you're controlling and manipulative?,0
Has anyone done something bad to you and made you their victim?,0
Did that event take place recently or more distantly?,0
I'm wondering if you going through a personal crisis. Do you think this is the case?,1
"Sorry to ask this, but have you been recently attempted protocol 6 and found this reignited unmanageable feelings?",2
Do you think protocol 6 has an unpleasant effect on you? Like reigniting negative emotions?,1
"I acknowledge that this may be a challenging moment for you, was what you feel now caused by any event in particular?",2
Have you ever felt this?,0
Was there anything in particular that made you feel the way you do?,0
Have you strongly felt or expressed any of the following emotions towards someone that you trust or is close to you?,1
Do you feel like you're the one being attacked or hurt in this situation?,0
By any chance have you been feeling like the victim or blaming someone else for feeling like this?,1
"In previous conversations, do you ever consider someone else's point of view?",0
Do you identify with being someone's hero or saviour?,0
Do you believe this was caused by a specific event?,0
"Based on previous conversations, do you consider other view points given?",0
Are you always unhappy with your self when things dont go accordingly?,0
Do you think something specific caused you to feel this way?,1
Would you say this event happened recently or in a distant past?,1
Have you perhaps tried protocol 6 and found this recently brought up emotion which could not be managed to be a result of past a past event?,2
Do you recall any specific event(s) that caused you to feel this way?,1
Was there something in particular that happened that caused you to feel this way?,1
Do you feel as if you are trying to get someone else to behave in a certain manner? ,1
Do you always blame or accuse yourself when something goes wrong?,0
"Could you name any strongly felt emotions you had towards someone, such as:",1
Would you say you have felt or currently feeling any of the below emotions towards someone:,0
"Thank you for your answer. Now, so that I can start thinking about what Self-Attachment protocols would be best suited for you, I'd like to ask you a little about your past experience with them. In particular, have you ever tried Protocol 6 but found that the emotions it brought back were just too unbearable?",2
Are you currently experiencing a personal situation that is negatively affecting you?,1
"Do you always blame yourself, if things get difficult?",0
Have you ever found yourself in the shoes of the victim and therefore blaming someone else for how uncomfortable or bad you feel?,1
"Could this sensation be something that was triggered by a recent attempt at Protocol 6, if you have tried it?",1
What emotional experiences have you gone through? Please select from the list below,1
Let's try to improve your mood. I will ask you some questions so we can start right away.,1
"Do you feel the need actively support or ""rescue"" another person?",0
Thank you for being honest with me. I am going to ask you a few questions to better understand your situation and provide help which is best suited to you.,2
"Sometimes we cannot control our feelings, may I ask, have you strongly felt or expressed any of the following emotions towards someone: ",2
Do you picture yourself as being a victim in any situation with someone in your life? Or maybe do you blame them for the negative feelings you have?,1
Do you have a tendency of helping other more than you help yourself?,0
Do you think someone needs you to save them?,0
And did you attempt protocol 6? Did you find it reignited difficult emotions from a past event?,1
Have you strongly experienced or expressed the following emotions towards someone else?,0
Is there any particular situation that caused this feeling in you?,1
Thank you for sharing with me. I would like to ask you some questions to understand your situation better.,1
Have you examined various points of view in past discussions?,0
Is there anything major impacting you at the moment?,0
Would you say that you always blame and accuse yourself when something goes wrong?,1
I wonder if you have recently tried exercise 6 but realized that it caused you some overwhelming negative emotions. ,2
"I understand that's how you feel, I would like to ask you a few questions to get a better understanding of your situation.",2
Are you felling like you have to be the savior of someone else?,0
Do you believe that you may be the saviour of someone else?,0
"If you are willing to share your thoughts, do you believe that you are influencing and making decisions for another person?",1
"In previous conversations, have you tended to consider other people's views?",0
Are there problems between you and close ones? Is someone being difficult to handle?,0
"Thank you for your trust, I would like to help you a lot, however I need to ask you different things to better understand the emotions you are experiencing.",2
Can you pinpoint an event that led to this?,0
Do you feel you want someone to behave in way that suits you better?,1
Have you thought of alternative viewpoints during previous conversations?,0
Are you undergoing any personal crisis with a loved one?,0
Do you feel that you are a victim like there is someone else to blame for your negative feelings?,0
Maybe you felt that you're trying to control the situation or someone?,1
I would like to know if your feelings has something to do with the occurrence of a specific event?,1
Do you constantly feel responsible when things happen even if they may not be your fault?,1
May you kindly enlighten me whether this was caused by anything that has happened to you recently or in the past?,1
Do you feel the urge to help others?,0
Is there a chance you may be attempting to control someone on this occasion?,1
Do you think this was triggered by a recent or distant event?,0
Was the event that led to this recent or distant?,0
I am glad that you are here and have decided to talk to me about this. This is a safe space and I would to know about why you feel that way.,2
Have you ever felt an emotion like this toward someone?,0
Do you think that your negative feelings are the result of someone else's behavior towards you?,1
Do you want to change someone's life to feel better?,0
Are you going through some sort of interpersonal crisis right now? ,0
Do you find yourself in a crisis?,0
